gene_id E15_cpn E15_corticothal E15_subcereb E16_cpn E16_corticothal E16_subcereb E18_cpn E18_corticothal E18_subcereb P1_cpn P1_corticothal P1_subcereb
Serhl 0.250502 0.240532 0.199706 0.212069 0.126751 0.0974069 0.174013 0.0988557 0.0581872 0.236996 0.0805216 0.115198
Serinc1 137.006 180.049 152.694 158.716 197.068 177.64 178.937 214.928 205.184 269.79 313.697 342.942
Serinc2 37.6622 32.1637 36.0714 28.1672 27.1758 35.8044 19.5035 22.1401 23.8572 14.821 16.9651 15.033
Serinc3 23.2775 31.3889 23.9396 26.4127 30.1948 26.9654 26.4757 32.275 30.594 34.4721 42.9551 46.6856
Serinc4 9.56741 9.29257 10.2014 9.97861 9.12493 9.37208 9.67468 9.86231 8.70444 10.3817 11.3137 8.33303
Serinc5 8.34416 40.0019 20.9112 7.85535 41.0094 8.88202 7.37873 38.2607 6.41936 7.17271 35.8689 6.58952
Serp1 23.5149 20.9787 22.3647 18.1817 17.3048 19.0942 15.2572 15.4676 14.5455 20.6548 23.3726 19.982
Serp2 38.2631 28.6313 24.1232 47.0727 29.985 41.3902 56.4869 41.0787 53.3093 69.9636 59.3744 63.7898
Serpina10 0.0431334 0.0455817 0.0206215 0.025412 0.0104372 0.0374874 0.0277783 0.00933515 0.00817085 0 0.0340936 0
Serpina11 0 0 0 0 0 0 0 0 0 0 0 0
Serpina12 0 0 0 0 0 0 0 0 0 0 0 0
Serpina1a 0 0 0 0 0 0 0 0 0 0 0 0
Serpina1b 0 0 0 0 0 0 0 0 0 0 0 0
Serpina1c 0 0 0 0 0 0 0 0 0 0 0 0
Serpina1d 0 0 0 0 0 0 0 0 0 0 0 0
Serpina1e 0 0 0 0 0 0 0 0 0 0 0 0
Serpina1f 0 0 0 0 0 0 0 0 0 0.00506816 0 0
Serpina3a 0 0 0 0 0 0 0 0 0 0 0.01157 0
Serpina3b 0 0 0 0 0.0120725 0 0 0 0.00613925 0 0 0.0143316
Serpina3c 0 0 0 0 0 0 0 0 0 0 0.0397933 0
Serpina3f 0 0 0 0 0 0 0 0 0 0 0.0417035 0
Serpina3g 0 0 0 0 0 0 0 0 0 0 0.00928789 0
Serpina3h 0 0 0.0141313 0.00605931 0 0.0132127 0 0.00612506 0 0.0167099 0.0063574 0
Serpina3i 0 0 0 0 0 0 0 0.00498984 0 0 0 0
Serpina3j 0 0 0 0 0 0 0 0 0 0 0 0
Serpina3k 0 0 0 0 0 0 0 0 0 0 0 0
Serpina3m 0 0 0 0 0 0 0 0 0 0 0 0
Serpina3n 0.00630459 0.0130438 0 0 0.0321874 0 0.0201646 0.142272 0.0182729 0.0448454 0.826336 0
Serpina4-ps1 0 0 0 0 0 0 0 0 0 0.014911 0 0
Serpina5 0 0 0 0 0 0 0 0 0 0 0 0
Serpina6 0 0 0 0 0 0 0 0 0 0 0 0
Serpina7 0 0 0 0 0 0 0 0 0 0 0 0.0116547
Serpina9 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb10-ps 0 0 0 0 0 0 0.00822491 0.00320839 0 0.00432336 0 0
Serpinb11 0 0 0 0 0 0 0 0 0 0 0 0.0094816
Serpinb12 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb13 0 0 0 0 0 0 0.00919407 0 0 0 0 0
Serpinb1a 0.151073 0.150616 0.13775 0.170108 0.0695671 0.138455 0.118376 0.0507833 0.0735854 0.0907949 0.0818543 0.0304346
Serpinb1b 0.00693052 0.0161457 0.0336663 0 0.0315039 0.0219349 0.00822028 0.0223572 0.0226247 0.0115178 0.0174941 0.0456916
Serpinb1c 0 0 0 0.00798373 0.00803117 0.0166251 0.00907067 0.0141371 0 0.0660511 0.0189521 0.0190648
Serpinb2 0 0 0 0 0 0 0 0 0.0128132 0 0 0.0150987
Serpinb3a 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb3b 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb3c 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb3d 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb5 0.00964246 0.0188818 0.0215704 0.0241083 0.030929 0.0200883 0.0704533 0.0274268 0.0340346 0.00753349 0.0101207 0.0107787
Serpinb6a 6.98864 10.2156 8.70637 7.21305 11.7524 12.5529 9.14709 12.0458 17.3778 12.7709 16.5957 27.9342
Serpinb6b 0.00713432 0.0351019 0.0676079 0.0752461 0.0558984 0.0164261 0.0768781 0.0646951 0.0760057 0.0694194 0.0157984 0.0574535
Serpinb6c 0.376896 0.347297 0.195609 0.225113 0.300144 0.434779 0.277975 0.382984 0.140731 0 0.0990367 0.0375101
Serpinb6d 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb6e 0.0253342 0.0590811 0.0100553 0.00851767 0.0281838 0.00855052 0.0486087 0.0250787 0.0262905 0.074491 0.0228448 0.00962725
Serpinb7 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb8 0.00785105 0.0235895 0.0210748 0 0.0243777 0.125406 0.00883601 0 0.039065 0.044503 0.0093271 0.00438626
Serpinb9 0.0174428 0.00773283 0.00411159 0.00352738 0.0110948 0.00384629 0.00794618 0.0321331 0.017973 0.0489437 0.100666 0.0427086
Serpinb9b 0 0 0 0 0.00733599 0 0 0.00574007 0 0 0 0
Serpinb9c 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb9d 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb9e 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb9f 0 0 0 0 0 0 0 0 0 0 0 0
Serpinb9g 0 0 0 0 0 0 0 0 0 0 0 0
Serpinc1 0.102369 0.0649644 0.0768265 0.0623977 0.145424 0.0653009 0.0647943 0.114334 0.0635968 0.0751971 0.0376234 0.0875702
Serpind1 0.0179476 0.137732 0.0373624 0.0559825 0.119325 0.082346 0.0504233 0.177122 0.0286591 0.0555442 0.213113 0.00631156
Serpine1 0.0155063 0.0114385 0.0182449 0.0159185 0.0256122 0.0198312 0.0179854 0.0181831 0.0200931 0.0185012 0.00419218 0.0330928
Serpine2 1.36158 1.79337 0.690991 3.22016 2.37352 3.0088 9.63671 2.62258 14.4987 38.4368 5.3881 70.9582
Serpine3 0.0359431 0.0848634 0.0324324 0.0735873 0.0594252 0.0569633 0.0419195 0.0421883 0.0280681 0.102218 0.075665 0.0738598
Serpinf1 0.209356 0.303814 0.40244 0.274723 0.128988 0.179473 0.272245 0.15154 0.243722 0.301903 0.09751 0.0700417
Serpinf2 0.347415 0.41776 0.587748 0.229951 0.189975 0.163158 0.114122 0.0698226 0.0742715 0.0424651 0.0342588 0.00716665
Serping1 2.14646 3.37034 3.03296 0.858419 2.58137 1.20583 0.390513 1.08662 0.453213 0.327028 0.908373 0.285709
Serpinh1 3.93651 1.70675 1.07101 2.97276 1.55016 0.370116 1.83785 0.914776 0.403078 0.964946 1.13529 0.195792
Serpini1 51.7893 130.506 103.29 34.4684 86.9088 24.7047 21.7009 62.7278 17.4592 13.0911 55.6575 17.9864
Serpini2 0 0 0 0 0 0 0 0 0 0 0 0
Sertad1 0.650158 0.917981 1.00504 0.402448 0.747953 0.343743 0.519091 0.892012 0.648983 0.7688 1.7899 1.25928
Sertad2 9.39196 9.84938 10.2739 9.30211 8.87856 8.35304 9.46058 8.84536 8.71692 10.5579 9.91007 7.63746
Sertad3 3.69966 3.94174 5.09953 1.53586 2.17218 1.18326 0.816514 1.66866 0.55351 0.22798 1.126 0.227324
Sertad4 15.4167 13.5731 14.2913 19.7316 18.3305 15.7246 25.6185 22.2415 14.8289 29.1409 19.9914 12.2591
Sesn1 20.1539 24.8329 20.8329 20.1274 24.5125 19.0069 18.3173 22.1889 15.4234 11.234 14.1252 8.60438
Sesn2 1.08523 0.929297 0.998425 0.626447 0.554554 0.42004 0.698942 0.84574 0.791815 1.508 1.76046 1.04226
Sesn3 2.0449 9.04203 4.59768 2.52958 13.1086 2.17359 1.90704 7.7001 2.099 2.54757 8.11506 1.76506
Sestd1 33.7382 39.4185 36.9584 30.4763 35.5043 28.6035 28.0221 27.9138 22.7976 24.2994 25.4537 15.974
Set 190.771 123.955 141.219 171.904 123.957 163.577 150.701 123.015 152.763 151.984 146.588 148.8
Setbp1 30.7808 45.2017 34.0315 29.9656 35.4892 21.3024 27.1151 26.3165 17.8163 35.9718 32.5196 16.9768
Setd1a 25.1492 25.3889 26.1775 23.3882 24.1878 21.0051 21.7341 21.5671 16.3136 26.768 27.9094 18.31
Setd1b 6.19042 6.68554 6.5587 6.25624 6.58353 4.28643 4.6775 4.47834 3.39316 3.62705 3.36852 2.15207
Setd2 49.8195 53.9733 50.8107 45.82 45.7613 43.5946 39.4088 39.6312 35.729 35.7801 35.4042 31.8326
Setd3 41.1991 40.6187 44.093 41.6649 39.3564 53.0442 43.6405 42.428 59.2298 48.6175 44.3675 61.5702
Setd4 5.7286 4.65661 5.44841 4.61248 4.52616 5.21453 5.00897 4.37895 4.95871 3.43067 3.28215 4.33091
Setd5 45.8569 43.7419 42.6008 48.5878 39.367 38.8906 43.4358 38.2351 33.3828 40.4392 35.8891 29.6809
Setd6 12.908 11.2665 10.6454 11.9443 12.9745 16.525 14.8363 15.0012 15.9195 17.8737 17.3874 19.275
Setd7 15.2337 9.71053 11.0319 14.3401 9.00119 8.53175 13.7774 8.94646 7.64276 15.8075 10.1195 7.45076
Setd8 34.6658 29.3964 30.2551 28.5578 22.1172 29.6307 22.7291 20.0491 27.8063 13.5218 12.5276 12.3319
Setdb1 35.7698 30.4888 33.0682 34.8856 30.2188 33.1602 32.2304 28.8661 29.8095 24.4032 21.7554 23.331
Setdb2 2.02385 3.22706 3.35866 1.8527 2.6528 2.46216 1.25361 1.99786 1.62361 0.929121 1.50828 1.02389
Setmar 2.75221 1.64816 1.81635 2.31513 1.44268 2.02763 2.11174 1.63842 2.30444 1.48296 1.14336 1.78975
Setx 35.3391 28.7952 30.7275 30.3521 24.7603 25.233 26.0629 21.8642 21.3453 21.9558 17.4574 18.106
Sez4 0.0179076 0.0205144 0.00698661 0.0446763 0.0286095 0.0175071 0.0147647 0.0171446 0.0447055 0.169023 0.0779775 0.080688
Sez6 199.102 581.047 620.499 143.678 496.241 499.317 161.006 449.489 311.196 230.218 541.951 356.184
Sez6l 38.2998 52.5091 67.125 30.3762 34.2651 52.0421 32.3041 18.9973 49.2443 51.908 25.7569 68.1283
Sez6l2 62.6048 73.8827 66.4584 57.5644 69.4058 63.364 58.6746 73.0263 68.0645 86.9813 107.605 111.509
Sf1 74.3056 62.2871 67.8506 69.3478 62.7433 69.0332 64.0883 61.3126 57.3324 67.636 71.247 59.5576
Sf3a1 41.6578 37.0544 39.3017 35.4841 33.1796 32.842 29.9728 29.8713 27.4703 26.7221 28.0697 25.814
Sf3a2 48.2243 37.6839 43.3445 43.1244 36.7558 47.1094 41.8793 37.3879 39.2813 45.2243 44.0586 44.7982
Sf3a3 32.9875 24.6557 26.3071 30.1297 25.0037 28.0081 25.6511 25.3993 24.4989 25.0744 31.2475 25.5433
Sf3b1 124.587 117.435 114.695 131.741 125.88 95.233 109.545 112.189 74.7791 118.617 124.826 81.8844
Sf3b2 127.211 126.33 133.874 122.446 114.839 124.258 118.271 114.717 109.427 110.17 110.467 100.263
Sf3b3 59.6077 47.9057 57.6142 51.5977 48.9403 56.9255 45.7101 45.7241 46.3473 48.2579 51.072 45.6581
Sf3b4 45.3716 36.0293 37.1726 37.8528 32.5866 39.2714 33.4246 30.6601 34.3697 40.0796 43.9769 44.8467
Sf3b5 28.7365 20.8388 28.3127 26.4128 25.8096 31.3111 25.9344 25.0132 32.4786 38.6756 38.2642 43.2061
Sf4 1.26073 1.0923 1.05779 2.28493 2.3564 1.90602 2.27649 2.46773 2.01535 1.46314 1.30532 0.940846
Sfi1 23.3658 31.0459 28.1542 30.2491 33.8 27.5016 33.7799 34.8444 23.2627 20.9294 21.0692 13.9391
Sfmbt1 5.79767 7.39459 6.91357 4.98406 6.41137 5.30715 3.90869 4.83493 5.00843 3.68744 5.05701 3.8239
Sfmbt2 0.102812 0.597442 0.343863 0.0614529 0.605467 0.430892 0.0783218 0.630395 0.785663 0.0432326 0.503552 0.55135
Sfn 0.756807 1.59871 1.12413 0.723667 0.807315 0.784722 0.427084 0.401964 0.679571 0.660604 0.375838 0.54264
Sfpi1 0.120007 0 0.0229128 0.761069 0.0333433 0.0194725 0.386527 0.0260687 0.0201063 0.677966 0.0102856 0.0124726
Sfpq 194.43 140.811 177.193 181.039 136.801 151.206 144.136 119.451 122.082 127.328 121.237 115.714
Sfrp1 24.9129 22.8931 24.7313 24.9724 18.4739 16.4837 17.7379 16.5478 12.2173 17.939 11.4982 9.12262
Sfrp2 1.40193 3.57009 0.332304 7.68365 6.21862 0.580396 3.62691 11.3215 0.727375 2.64927 4.43148 0.521498
Sfrp4 2.6801 1.15645 1.3505 0.757011 0.847601 0.499299 1.12075 1.81646 0.923756 1.84279 1.97306 1.21724
Sfrp5 0.0403177 0.0477664 0.0301117 0.0328699 0.0472437 0.0764594 0.0592301 0.0816612 0.0930473 0.0496579 0.0626101 0.0545909
Sfrs11 24.5379 32.441 29.3058 24.6737 24.3672 20.5376 23.5702 23.6941 18.1098 35.2427 30.4987 19.083
Sfrs12ip1 0.11867 0.484263 0.269597 0.357759 0.375243 0.264458 0.423449 0.482611 0.669066 0.224061 0.162084 0.176396
Sfrs14 13.4149 13.022 13.0793 14.5776 13.806 15.5226 16.7879 15.361 15.1037 15.3528 12.9032 14.5488
Sfrs16 2.16354 2.15303 1.75649 4.09512 4.37726 3.50804 4.45306 4.82811 3.75349 2.55085 2.95058 1.92448
Sfrs18 68.364 82.3446 77.8989 88.3762 93.3792 73.6632 85.3491 96.0044 58.2768 52.9452 60.0454 37.3814
Sfrs3 64.322 74.2019 64.4928 67.5121 75.6387 60.8653 66.2794 68.496 43.2629 31.0238 34.9277 20.9923
Sfrs7 45.2809 39.23 41.9991 45.3381 41.33 40.4841 45.5327 40.2001 32.4544 33.7963 30.0912 26.231
Sfswap 48.2007 55.9912 50.4376 45.5526 58.0891 48.4734 57.6632 68.2487 58.6584 60.9617 65.236 59.3993
Sft2d1 30.6837 26.3763 29.9189 29.3502 26.6189 28.6173 30.2636 27.5188 27.8571 31.1008 29.1065 34.7496
Sft2d2 0.130348 0.183857 0.178641 0.242804 0.143858 0.409421 0.137464 0.0785572 0.349263 0.0984096 0.0822466 0.101583
Sft2d3 3.13652 2.92195 2.71553 3.0801 2.5253 2.71976 3.1775 2.37415 2.43457 3.95058 3.48287 2.77061
Sfta2 0 0 0 0 0 0 0 0 0 0.148667 0 0.0434252
Sftpa1 0 0 0 0 0 0 0 0 0 0 0 0
Sftpb 0.0357665 0.0291371 0.0203253 0 0.00673609 0.0232111 0 0.00592917 0.0204165 0.0139908 0.00702228 0.00748101
Sftpc 0 0.0223439 0 0 0.0363844 0.0179142 0.0411835 0.0528445 0.0185641 0.0499621 0 0
Sftpd 0 0 0 0 0 0 0 0 0 0 0 0
Sfxn1 25.7853 23.617 20.182 28.6755 23.3835 22.3116 33.2932 29.2658 33.2896 46.7275 39.9629 46.5866
Sfxn2 5.47809 7.35621 8.26974 7.37178 8.69687 7.676 7.94387 7.09933 6.81294 6.55044 5.15137 5.93315
Sfxn3 39.7728 41.8744 44.4911 42.5448 48.1353 58.6732 44.4432 50.8644 63.1596 44.9081 52.739 66.6387
Sfxn4 1.81975 3.12956 3.00457 1.91925 3.24966 2.6885 1.85504 3.49941 3.27586 1.86948 2.93739 3.81578
Sfxn5 4.2158 4.40241 3.5037 4.05484 3.57238 1.65967 4.60562 4.48845 2.56693 6.58836 7.56254 4.69801
Sgca 0.0368603 0.0215354 0.00965884 0.0174244 0.0262886 0.0384858 0.0102607 0.0159848 0.0184883 0.0215716 0.021422 0.01107
Sgcb 5.94409 7.22834 6.83153 8.47684 8.71749 7.55843 12.4686 12.3227 9.45634 18.6074 14.118 17.353
Sgcd 0.127833 0.184847 0.0574814 0.270979 0.204591 0.193363 0.341046 0.162681 0.155492 0.518465 0.329854 0.161685
Sgce 11.3488 11.8795 10.7503 12.5952 12.0621 9.59698 12.5115 12.1401 8.71827 11.7357 9.5634 7.66541
Sgcg 0 0.00421051 0 0.00340273 0.00385161 0.0037104 0.0115957 0.00645112 0.00689276 0.00406381 0.00451868 0.00380549
Sgcz 0 0.430271 0.177789 0.0125052 0.350658 0.7982 0.121466 0.253207 1.24383 0.550711 0.381902 1.52943
Sgip1 16.7328 18.9643 19.3355 17.9655 20.3594 13.4092 16.2938 18.3144 17.1531 17.111 24.0752 18.1388
Sgk1 4.24476 5.29838 3.06258 11.8156 11.2513 7.33508 26.8608 26.8159 14.382 47.3723 26.329 13.6497
Sgk2 0.0074821 0.0124377 0.0111965 0.00560502 0.0200018 0.0143084 0 0.0322874 0.0457509 0.0135557 0.0326687 0.00536819
Sgk3 0.864507 0.49519 0.460639 0.80968 0.546706 1.00265 0.825199 0.813942 1.78653 1.22902 0.716761 1.10574
Sgms1 1.77324 2.00348 1.42966 2.57931 2.49502 1.77012 3.09941 3.36723 2.58655 3.02536 3.67588 2.19548
Sgms2 0.00620018 0.0158174 0.00688765 0.028049 0.0310603 0.0227175 0.061615 0.0376197 0.00824031 0.0230719 0.0256458 0.0148332
Sgo1 3.43403e-05 8.12201e-06 0 0.0289955 0.128169 0 0.0321432 0.00273706 0.0180078 0 0 0
Sgol1 0.190113 0.373544 0.174804 0.17279 0.134986 0.0824521 0.0924384 0.0784427 0.096376 0.0325562 0.0333237 0.0997112
Sgol2 0.236755 0.535938 0.185116 0.227109 0.345222 0.214521 0.179045 0.244881 0.226668 0.245774 0.255595 0.276497
Sgpl1 29.4032 25.4457 28.0016 25.2794 20.1339 20.1546 19.7882 17.5432 18.7908 16.5378 17.0665 20.0824
Sgpp1 6.09138 3.56326 5.64637 6.71182 3.96007 11.0485 6.5348 5.50319 12.7393 8.65156 6.68023 13.7616
Sgpp2 0.231762 0.19436 0.179883 0.251327 0.293224 0.240784 0.344816 0.192705 0.29343 0.115028 0.123159 0.133678
Sgsh 0.251357 0.205345 0.0895146 0.460092 0.349787 0.19166 0.705141 0.738788 0.478425 1.01895 1.21595 0.435896
Sgsm1 8.17666 21.2843 12.9051 9.83214 18.2215 10.0977 14.9691 24.5372 13.544 14.612 23.0176 13.0231
Sgsm2 19.7393 20.6328 20.352 21.4582 20.8569 25.0917 23.7082 15.8234 24.1443 21.0261 13.6349 21.1789
Sgsm3 18.2875 18.479 20.1195 17.8784 19.9257 24.5295 21.8582 23.5274 26.9618 23.7473 23.682 27.9607
Sgta 76.5679 67.5213 71.0613 71.3646 68.4909 80.368 74.204 75.4485 84.8913 90.8675 97.1469 109.473
Sgtb 24.3794 26.1198 26.9548 21.6603 22.0739 19.7461 18.4016 17.9387 16.6529 13.5002 12.7982 8.83469
Sh2b1 39.3553 39.3024 39.8909 38.2374 37.4404 38.6058 36.3049 35.4042 36.692 36.6136 34.464 34.3144
Sh2b2 34.389 22.2388 23.3016 29.8622 22.3352 22.3184 28.3531 20.2686 16.4263 19.8488 11.8097 9.69601
Sh2b3 3.09047 0.796565 1.1267 3.0011 1.44028 1.42293 3.3549 1.59534 2.31361 4.295 1.80418 2.21645
Sh2d1a 0 1.41407e-13 0 3.49498e-14 0 0 1.58836e-13 0 0 0 0 0
Sh2d1b1 0 0 0 0 0.00908996 0 0.0100796 0 0 0.0141283 0 0
Sh2d1b2 0 0 0 0 0 0 0 0 0 0 0 0
Sh2d2a 0.00234127 0 0.00289757 0.00996552 0.0109619 0.0182952 0.0055623 0.00722844 0.0126365 0 0.00261251 0.00278118
Sh2d3c 29.5631 12.5451 18.8172 22.1988 10.1798 11.6966 17.2574 11.7824 9.15034 19.1579 22.9516 13.7369
Sh2d4a 0 0.0204617 0 0.004385 0.00496347 0.00871196 0.0346982 0.00831459 0.00439593 0.0898845 0.0647188 0
Sh2d4b 3.91873 4.06581 3.34893 3.40204 3.5147 4.44693 3.61564 2.3742 3.42089 3.58752 2.62752 3.13046
Sh2d5 3.40763 1.84028 4.00705 5.25342 4.52324 11.5325 8.42378 7.85698 15.8698 8.30846 5.85544 11.5209
Sh2d6 0.0630949 0.10648 0.165836 0.115571 0.103266 0.0657428 0.106091 0.0785789 0.1817 0.195486 0.254865 0.31002
Sh2d7 0.420178 0.462168 0.322796 0.350103 0.532399 0.215611 0.764069 0.862397 0.33058 0.91755 1.1476 0.494357
Sh3bgr 0.411615 0.560745 0.447623 0.365721 0.380497 0.44063 0.750695 0.540966 0.942475 0.765994 1.18219 1.7035
Sh3bgrl 42.5401 48.3956 44.7022 50.6933 49.9682 41.1518 46.3295 49.0964 49.7866 46.2752 50.1719 60.9862
Sh3bgrl2 9.3707 3.35251 4.76102 3.26262 2.01452 1.7013 2.23539 1.66587 2.45782 0.918853 0.78686 1.20763
Sh3bgrl3 49.8816 35.727 39.9459 50.5473 39.4216 74.8839 61.9645 54.3348 121.94 99.8442 90.4608 195.858
Sh3bp1 4.44221 3.07083 3.46526 3.73797 2.73614 1.11203 4.47716 3.50534 1.32079 3.86856 2.9432 0.793533
Sh3bp2 38.7199 40.8963 39.8361 35.8909 39.1458 40.5546 30.8096 34.6161 30.0767 18.0093 21.6775 15.6175
Sh3bp4 16.9084 19.8414 36.1989 11.2892 16.2159 20.8538 6.8712 17.7448 19.7688 4.7394 9.75471 14.7478
Sh3bp5 75.6562 73.9939 84.1638 86.4991 61.9464 85.0887 93.027 60.0466 99.4026 84.636 39.7599 92.2966
Sh3bp5l 19.508 20.5097 20.7992 19.2857 21.0116 22.4607 20.9157 21.4948 22.5545 17.1941 17.0611 17.1191
Sh3d19 1.84238 4.60261 1.4184 5.80409 7.4885 3.51774 13.1766 9.10393 6.35408 11.2609 6.18371 5.06541
Sh3d20 0.0288503 0.0173631 0.0600991 0.0451218 0.0205753 0.0180284 0.0206527 0.0264461 0.0372185 0.0609841 0.055171 0.0101497
Sh3gl1 28.2022 27.8464 28.1112 27.6609 28.3904 29.2701 27.3744 30.5454 27.2819 31.8323 35.8209 28.7112
Sh3gl2 11.1213 80.5647 48.6325 15.1747 96.4824 35.03 19.6962 98.8489 28.8631 32.0223 119.847 38.6994
Sh3gl3 19.9516 17.9813 17.4644 21.5164 18.9881 17.6979 25.3284 21.667 18.0993 23.5765 22.5539 18.2241
Sh3glb1 8.36734 22.2622 16.0824 14.2116 22.8369 25.4156 20.5704 27.5801 33.0027 27.6223 35.4124 35.2726
Sh3glb2 54.2553 50.877 56.2307 52.2966 51.3338 55.6041 50.4575 55.1643 50.1346 56.3994 62.8149 68.1395
Sh3kbp1 23.517 15.5641 16.9908 15.6762 14.2646 14.9195 12.3161 13.5205 17.1228 15.3147 14.9007 20.0593
Sh3pxd2a 4.63851 4.81602 5.09346 4.36246 3.93712 3.07377 3.97945 2.63519 4.00176 3.39767 1.7141 3.54148
Sh3pxd2b 17.9321 23.1833 15.0133 26.1869 17.153 16.9822 25.5378 15.264 17.1094 21.9535 13.2675 13.229
Sh3rf1 23.253 4.02409 16.7049 14.4036 2.73297 8.19969 8.16008 1.76074 5.8631 5.53235 1.26428 4.96224
Sh3rf2 0 0 0 0 0 0 0 0 0 0.00300579 0 0.00320343
Sh3rf3 18.0161 3.27859 2.61074 22.3748 6.73028 5.84085 26.8592 7.86823 11.0054 28.6956 8.83321 10.7008
Sh3tc1 0.0068791 0.0404211 0.0279088 0.0639561 0.030272 0.0115367 0.033689 0.0282973 0.00703253 0.0290819 0.0220401 0.00437264
Sh3tc2 0.000635627 0.00674153 0.000707822 0.000668371 0.00822863 0.0016704 0.016071 0.000646429 0.00118865 0.00460452 0.000429027 0.000755977
Sh3yl1 12.7409 13.8012 10.8566 15.6431 15.0737 16.7526 18.9697 17.6422 20.9105 13.6872 13.2802 16.8042
Shag1 0.113692 0.0878883 0.0277988 0.052071 0.059444 0.0293719 6.60199e-291 0.0280138 1.85266e-122 0.0701987 0.0270993 0.0284013
Shank1 73.3718 81.3422 81.9677 81.5414 89.9574 89.8393 83.1566 72.2447 81.8826 83.2434 61.7151 68.4069
Shank2 18.6039 14.4181 14.3059 25.5224 15.875 15.4628 31.3825 15.4142 19.7311 34.4295 12.9107 17.5555
Shank3 8.04205 7.59953 6.53857 10.8032 9.22832 10.281 12.7606 10.4639 12.6296 13.9758 10.3485 12.6388
Sharpin 23.8465 23.8311 23.305 21.9673 21.5725 18.2634 20.986 23.1068 16.7784 25.4357 25.8345 19.4002
Shb 28.8101 15.2143 14.0211 9.5389 14.3602 3.49087 4.25312 21.2152 3.53993 3.0323 40.7855 3.97673
Shbg 0 0 0 0 0 0.0100605 0 0 0 0 0 0
Shc1 1.55043 2.52425 2.86592 1.42992 2.02009 2.50156 1.26364 1.30807 1.76106 0.857066 0.6708 0.589378
Shc2 10.9385 7.34409 7.88925 10.0702 8.91583 9.82562 12.7227 11.0634 12.2324 10.8942 11.48 11.4374
Shc3 0.674748 4.77082 3.80645 3.35927 6.60877 7.44148 3.56791 3.57139 6.60148 4.99628 4.84379 5.48052
Shc4 0.183494 0.0858976 0.0800111 0.269886 0.138163 0.167353 0.383364 0.170703 0.361911 0.483113 0.264778 0.43317
Shcbp1 0.343795 0.614896 0.214128 0.322994 0.329482 0.164876 0.117504 0.176188 0.176515 0.180483 0.236221 0.360831
Shd 36.3632 31.0727 23.7423 39.871 34.251 18.6563 49.3566 42.6024 17.1311 47.8531 38.2221 16.4725
She 0.00384287 0.00252531 0.0369047 0.014177 0.0269475 0.00425314 0.0254151 0.0224549 0.0123973 0.0153721 0.017276 0.0120415
Shf 30.0993 36.0676 33.396 23.1261 31.7512 22.7404 20.6819 29.735 22.7436 14.0809 18.4345 21.9401
Shfm1 87.1123 76.9463 83.0711 73.589 70.0374 85.9798 61.2143 68.691 74.2971 52.3029 69.0595 72.7397
Shh 0.0268406 0.0269248 0.015522 0.0135696 0.0390142 0.0570223 0.164822 0.0524571 0.197563 0.698028 0.0216848 3.03252
Ship 0.00331122 8.7207e-10 4.96267e-16 0.0310935 3.12153e-12 2.84675e-06 4.44754e-09 1.16558e-05 1.91292e-09 7.78204e-06 1.13606e-14 7.7387e-11
Shisa2 24.4887 6.13709 2.23121 13.4962 3.13507 0.39202 20.5216 4.68562 0.83859 24.4977 5.02215 0.654159
Shisa3 0 0 0 0 0 0.0187579 0.00692802 0.00540168 0 0.0364191 0.0144877 0.0204466
Shisa4 10.8219 9.49107 7.96596 10.8219 11.1829 10.285 16.3032 25.9068 15.8339 27.6792 43.5895 22.1566
Shisa5 12.9247 14.6383 14.7714 12.9711 12.341 14.7816 15.5093 16.0993 19.3662 23.7623 23.0227 35.2089
Shisa6 6.35558 3.74786 4.44516 4.6746 2.93779 0.743667 8.68935 3.22662 2.57146 21.489 5.38958 4.67184
Shisa7 33.1626 49.3093 37.6848 46.0539 55.4798 54.2705 50.4068 62.0917 54.3437 48.7109 57.7454 53.9842
Shisa9 5.30535 7.3826 6.77573 10.4003 10.3858 8.56954 11.3099 7.62682 5.36603 11.6001 7.9227 10.4567
Shkbp1 36.2489 36.6485 43.632 24.9757 30.4905 31.6349 19.9875 27.2654 23.6961 12.2939 14.5023 16.6459
Shmt1 1.91436 1.46378 1.81146 2.48414 2.39766 2.62107 2.30895 2.2879 2.45493 3.25122 4.85206 2.29531
Shmt2 26.7551 20.081 24.7536 21.0621 18.2758 20.2385 19.0704 18.5997 17.3007 19.0981 18.5145 17.4809
Shoc2 17.7191 16.7811 13.8003 22.8505 16.8089 18.2009 24.4273 18.3835 18.974 19.7787 18.9237 18.4059
Shox2 0 0 0 0 0.0181633 0 0 0 0 0.0250845 0 0
Shpk 0.67362 0.855322 0.912292 0.688358 1.09398 0.982575 0.56656 1.34223 0.948733 0.623731 0.786718 0.756652
